,nctid,title
3202,NCT01458197,A Phase 2 Study to Compare the Efficacy and Tolerability of Tarafenacin 0.2 mg and Tarafenacin 0.4 mg to Placebo in Patients Suffering From Overactive Bladder.
3203,NCT00721734,Study of the Safety and Pharmacokinetics of Carfilzomib in Patients With Relapsed and Refractory Multiple Myeloma and Varying Degrees of Renal Function
3204,NCT01822249,Phase 2 Study of EPI-743 for Treatment of Rett Syndrome
3205,NCT00606502,Study of Pralatrexate vs. Erlotinib for Non-Small Cell Lung Cancer After at Least 1 Prior Platinum-based Treatment
3206,NCT00472849,"Oxaliplatin, Fludarabine, Cytarabine, and Rituximab in Patients With Richter's Transformation and Leukemias"
3207,NCT00500760,Study of Addition of Panitumumab to Chemoradiation Therapy in Patients With Locally Advanced Head and Neck Cancer
3208,NCT00281840,"Bevacizumab, Docetaxel, and Radiation Therapy in Treating Patients With Stage III or Stage IV Head and Neck Cancer"
3209,NCT00522925,A Trial to Evaluate the Safety and Efficacy of PS433540 to Treat Hypertension
3210,NCT00030810,Combination Chemotherapy Followed by Radiation Therapy Before Surgery in Treating Patients With Stage IIIB NSCLC
3211,NCT01110785,Simvastatin and Panitumumab in Treating Patients With Advanced or Metastatic Colorectal Cancer
3212,NCT00370383,A Study Comparing Sequential Satraplatin & Erlotinib to Erlotinib in Unresectable Stage 3/4 Non-small-cell Lung Cancer (NSCLC)
3213,NCT00331006,Rituximab to Treat Severe Hemophilia A
3214,NCT00543569,A Study to Assess the Safety and Efficacy of Alefacept in Kidney Transplant Recipients
3215,NCT00727194,Safety and Efficacy Study of Eculizumab in Patients With Refractory Generalized Myasthenia Gravis
3216,NCT00411762,"A Phase I/II, Multi-Center, Open-Label, Dose-Escalation, Safety and Efficacy Study of PHY906 Plus Capecitabine in Patients With Advanced Pancreatic Carcinoma"
3217,NCT01849848,Study of SyB L-0501 to Treat Relapsed/Refractory Multiple Myeloma
3218,NCT00106054,Neoadjuvant Colorectal Cancer With Unresectable Liver Metastases
3219,NCT00398983,Randomized Study of Decitabine in Maintenance Therapy of Acute Myeloid Leukemia (AML)
3220,NCT00331045,Clinical Evaluation Of Alvimopan (SB767905) On Constipation And Related Symptoms Associated With Opioid
3221,NCT00301808,"Cisplatin, Pemetrexed Disodium, and Radiation Therapy Followed by Docetaxel in Treating Patients With Stage III Non-Small Cell Lung Cancer"
3222,NCT00615940,Combination of Oral WX-671 Plus Capecitabine vs. Capecitabine Monotherapy in First-line Her2-negative Metastatic Breast Cancer
3223,NCT00408603,Safety and Efficacy Clinical Study of SNS-595 in Patients With Platinum-Resistant Ovarian Cancer
3224,NCT01268280,Pharmacodynamic Study of CK-2017357 in Patients With Generalized Myasthenia Gravis
3225,NCT01820559,Efficacy and Safety of Eslicarbazepine Acetate as Preventive Therapy for Subjects With Migraine
3226,NCT00217672,Docetaxel With Bevacizumab as First-Line Therapy in Treating Women With Stage IV Breast Cancer
3227,NCT00553592,Double Blind RCT of Bicifadine SR in Outpatients With Chronic Neuropathic Pain Associated With Diabetes
3228,NCT00562952,Nt-proBNP Guided Primary Prevention of CV Events in Diabetic Patients
3229,NCT00442832,TD-1792 in Gram-positive Complicated Skin and Skin Structure Infection
3230,NCT00104624,Docetaxel in Treating Older Women With Metastatic Breast Cancer
3231,NCT00320541,"A Trial of Paclitaxel and Bevacizumab vs. Gemcitabine, Paclitaxel, and Bevacizumab in Advanced Breast Cancer"
3232,NCT00913913,"Bevacizumab, Autologous Tumor/DC Vaccine, IL-2 and IFNα-2b in Metastatic Renal Cell Carcinoma (RCC) Patients"
3233,NCT00677248,LDL-Cholesterol Lowering Effect of KB2115 as Add on to Ezetimibe
3234,NCT00359086,Study of MGCD0103 Given Three Times Weekly in Patients With Relapsed and Refractory Lymphoma
3235,NCT01598103,Safety and Efficacy of SAF312 in Patients With Neurogenic Detrusor Overactivity Due to Spinal Cord Lesions
3236,NCT01598415,Safety of Single Doses of SAR113945 and Efficacy and Safety of a New Formulation Given Into the Knee in Osteoarthritis Patients / Part II
3237,NCT00411671,BATTLE Program: Sorafenib in Patients With NSCLC
3238,NCT01061723,Dose Ranging Study to Evaluate the Efficacy and Safety of SAR153191 (REGN88) in Patients With Ankylosing Spondylitis
3239,NCT00464880,"Effects of Aliskiren, Irbesartan, and the Combination in Hypertensive Patients With Type 2 Diabetes and Diabetic Nephropathy"
3240,NCT01469767,Efficacy of Fluocinonide Cream 0.1% (Vanos(R)) in Reducing Itch in Subjects With Atopic Dermatitis
3241,NCT01039805,Evaluation of Single Doses of GSK962040 in Critically Ill Patients With Enteral Feed Intolerance
3242,NCT00313248,Evaluation of a New Agent for Treatment of Advanced Stage Breast Cancer
3243,NCT00409006,Chemotherapy for Patients With Non-Small Cell Lung Cancer Who Are Non-Smokers
3244,NCT00168155,Study of 5-FU + Leucovorin + CPT-11 in Patients With Resectable Liver Metastases From Colorectal Adenocarcinoma
3245,NCT00081224,Neoadjuvant Celecoxib and Capecitabine Combined With Pelvic Irradiation in Treating Patients With Stage II or Stage III Adenocarcinoma (Cancer) of the Rectum
3246,NCT00138125,Fulvestrant and/or Trastuzumab as First-Line Therapy in Treating Postmenopausal Women With Stage IV Breast Cancer
3247,NCT01383499,A Study to Evaluate Efficacy and Safety of Tiotropium in Children 6 to 11 Years Old With Moderate Asthma
3248,NCT00522938,Clinical Trial of the Safety and Effectiveness of CHR-2797 With Erlotinib in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer
3249,NCT00077337,FR901228 in Treating Patients With Previously Treated Unresectable Locally Advanced or Metastatic Colorectal Cancer
3250,NCT02467010,Relapse Myeloma; Cyclofosfamide; Bortezomib; Maintenance
3251,NCT00466505,Cetuximab & Celecoxib for Metastatic Colorectal Cancer or Colorectal Cancer That Cannot Be Removed by Surgery
3252,NCT01077726,A Study of Xeloda (Capecitabine) in Breast Cancer Patients With Central Nervous System (CNS) Progression
3253,NCT01133756,E7080 in Combination With Carboplatin + Gemcitabine Versus Carboplatin + Gemcitabine Alone as Second Line Therapy in Patients With Platinum-Sensitive Recurrent Ovarian Cancer by CA125
3254,NCT00208975,"Phase II Study of Fludarabine and Mitoxantrone, Followed by GM-CSF(Granulocyte-macrophage Colony-stimulating Factor) and Rituximab"
3255,NCT00453193,Alemtuzumab and Pentostatin In T-cell Neoplasms
3256,NCT00423917,Fulvestrant and Bevacizumab in Treating Patients With Metastatic Breast Cancer
3257,NCT00265148,Brain Imaging Study Of Rosiglitazone Efficacy And Safety In Alzheimer's Disease
3258,NCT01094067,Tezosentan in Patients With Pulmonary Arterial Hypertension
3259,NCT00209092,Randomized Phase II Trial Induction Therapy for Early Stage Breast Cancer
3260,NCT00926107,Study of the mTOR Inhibitor Temsirolimus (CCI-779) to Treat Ovarian Cancer With CA125 Only Relapse
3261,NCT00096993,"A Study to Evaluate rhuMab 2C4 and Gemcitabine in Subjects With Ovarian, Primary Peritoneal, or Fallopian Tube Cancer"
3262,NCT00696020,Combination of Orally Inhaled BI1744CL/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease ( COPD)
3263,NCT01319019,"A 4-week Dose-Ranging, Dose-Interval, Efficacy, Safety and Tolerability Study of GSK961081 in Subjects With Chronic Obstructive Pulmonary Disease (COPD)"
3264,NCT00573937,Methadone Versus Morphine for Cancer-Related Pain
3265,NCT00642707,Study of PRO 140 by Subcutaneous Administration in Adult Subjects With HIV -1 Infection
3266,NCT00664703,Effectiveness of Lobeline in Treating Symptoms of ADHD in Adult Patients
3267,NCT00583674,"Phase 2 Study of AMG 386 (20060439) in Combination With Cisplatin & Capecitabine in Subjects With Metastatic Gastric, Gastroesophageal Junction, or Distal Esophageal Adenocarcinoma"
3268,NCT00714649,Neoadjuvant Cetuximab in HNSCC Combined With Curative Surgery
3269,NCT01356160,GS-5885 Alone or in Combination With GS-9451 With Peginterferon Alfa 2a and Ribavirin in Treatment Chronic Genotype 1 Hepatitis C Virus
3270,NCT00722046,Multiple IV Dose Study Of PF-04360365 In Patients With Mild To Moderate Alzheimer's Disease
3271,NCT00531115,Phase II Study to Evaluate Safety and Efficacy of Cetuximab in Combination With XELOX for 12 Weeks Followed by Maintenance Treatment With Cetuximab Plus Capecitabine as First-line Treatment in Elderly Patients With Metastatic Colorectal Cancer.
3272,NCT00313482,PII Trial of Docetaxel/Prednisone w/Sargramostim for HRPC
3273,NCT00234052,"Carboplatin, Pemetrexed Disodium, and Bevacizumab in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer"
3274,NCT00293826,A Multiple Dose Study to Evaluate Subcutaneous AMG 108 in Subjects With Rheumatoid Arthritis
3275,NCT00640328,Ofatumumab Dose-finding in Relapsing Remitting Multiple Sclerosis (RRMS) Patients
3276,NCT00513877,Bortezomib in Treating Patients With Malignant Pleural Mesothelioma
3277,NCT01330238,The Efficacy of Zoledronic Acid in Modic Changes-related Low Back Pain (LBP)
3278,NCT00628251,Dose-finding Study Comparing Efficacy and Safety of a PARP Inhibitor Against Doxil in BRCA+ve Advanced Ovarian Cancer
3279,NCT01147458,A Study Of The Safety And Efficacy Of PF-04191834 In Patients With Osteoarthritis Of The Knee
3280,NCT00276861,Gemcitabine and Oxaliplatin as Second-Line Therapy in Treating Patients With Metastatic Colon Cancer
3281,NCT01369095,Efficacy and Safety of Fixed Doses of BMS 820836 in the Treatment of Patients With Treatment Resistant Major Depression
3282,NCT00448721,A Phase II Trial of Perifosine Following Tyrosine Kinase Inhibitor (TKI) - Failure in Patients With Renal Cancer
3283,NCT00695019,Interferon-alpha Lozenges for Prevention of Relapse in Hepatitis C
3284,NCT00613379,PRO 140 by IV Administration in Adults With HIV-1 Infection
3285,NCT00239343,Phase II Trial of Preoperative Therapy With Gefitinib and Chemotherapy in Patients With ERneg Breast Cancer
3286,NCT01561456,Study of AXL1717 Compared to Docetaxel to Treat Squamous Cell Carcinoma or Adenocarcinoma of the Lung
3287,NCT00144963,Liposomal Vincristine Plus Dexamethasone in Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia
3288,NCT01375777,Monoclonal Antibody Against PCSK9 to Reduce Elevated Low-density Lipoprotein Cholesterol (LDL-C) in Adults Currently Not Receiving Drug Therapy for Easing Lipid Levels
3289,NCT01044745,Rituximab in Preventing Acute Graft-Versus-Host Disease in Patients Undergoing a Donor Stem Cell Transplant for Hematologic Cancer
3290,NCT00157196,Safety Study of Tecemotide (L-BLP25) in Non-Small Cell Lung Cancer (NSCLC) Subjects With Unresectable Stage III Disease
3291,NCT00027690,Gefitinib in Treating Patients With Persistent or Recurrent Endometrial Cancer
3292,NCT00685347,Dose Response Study of Levalbuterol in the Prevention of Exercise Induced Bronchoconstriction Compared to Racemic Albuterol in Pediatric Subjects
3293,NCT00087529,A Study to Evaluate the Safety and Efficacy of Rituximab in Adults With Primary Progressive Multiple Sclerosis
3294,NCT02101008,Disulfiram and Chelated Zinc for the Rx of Disseminated Mets Mel That Has Failed First Line Therapy
3295,NCT00651482,Treatment of Refractory Metastatic Renal Cell Carcinoma With Bevacizumab and RAD001 (Everolimus)
3296,NCT01104298,Doxorubicin vs. Trabectedin Plus Doxorubicin in Non Operable and/or Metastatic STS
3297,NCT00389441,Study Of AG-013736 In Patients With 131I-Refractory Thyroid Cancer
3298,NCT00002972,Paclitaxel in Treating Patients With Lung Cancer
3299,NCT00425386,Sunitinib and Erlotinib in Treating Patients With Unresectable or Metastatic Kidney Cancer
3300,NCT00464776,Study to Assess the Optimal Renoprotective Dose of Aliskiren in Hypertensive Patients With Type 2 Diabetes and Incipient or Overt Nephropathy
3301,NCT01466790,A Study of TMC435 in Combination With PSI-7977 (GS7977) in Chronic Hepatitis C Genotype 1-Infected Prior Null Responders To Peginterferon/Ribavirin Therapy or HCV Treatment-Naive Patients
3302,NCT00616031,Paclitaxel and Carboplatin With or Without Nitroglycerin in Treating Patients With Previously Untreated Stage III or Stage IV Non-Small Cell Lung Cancer
3303,NCT00199433,A Study of Istradefylline (KW-6002) as Monotherapy in Parkinson's Disease (PD) Patients
3304,NCT00403845,Dose Ranging Study of Indacaterol in Japanese Patients With Chronic Obstructive Pulmonary Disease (COPD)
3305,NCT00573469,Efficacy and Safety Study of D9421-C 9 mg and 15 mg Versus Placebo in Japanese Patients With Active Crohn's Disease
3306,NCT00491075,Pemetrexed Plus Gemcitabine in Renal Cell Cancer
3307,NCT00074035,Pentostatin in Treating Patients With Refractory Chronic Graft-Versus-Host Disease
3308,NCT00303251,Safety of TKI258 in Advanced/Metastatic Melanoma Subjects
3309,NCT01024504,Capecitabine Plus Oxaliplatin Plus Bevacizumab as First-line Treatment in Elderly Patients With Metastatic Colorectal Cancer
3310,NCT00038298,A Rheumatoid Arthritis (RA) Study Treating Signs and Symptoms of RA in People With RA & Receiving Methotrexate
3311,NCT00074308,Imatinib Mesylate and Bevacizumab in Treating Patients With Advanced Melanoma or Other Advanced Cancers
3312,NCT01033084,Efficacy Study of Transcranial Direct Current Stimulation to Treat Major Depressive Disorder
3313,NCT00109928,"S0350 Combination Chemotherapy in Treating Patients With Newly Diagnosed Stage II, Stage III, or Stage IV Peripheral T-Cell Non-Hodgkin's Lymphoma"
3314,NCT01307592,"Gemcitabine Hydrochloride, Rituximab, Oxaliplatin, and Lenalidomide in Treating Patients With Relapsed or Refractory, Aggressive Non-Hodgkin Lymphoma"
3315,NCT01327053,A Phase II Study of Efficacy and Safety in Patients With Locally Advanced or Metastatic Basal Cell Carcinoma
3316,NCT00112866,Cilengitide in Treating Patients Who Are Undergoing Surgery for Recurrent or Progressive Glioblastoma Multiforme
3317,NCT00400439,A Long Term Extension of Study NC19453 Evaluating Safety and Efficacy of RO4607381
3318,NCT02239835,Tipranavir and Ritonavir vs. Saquinavir and Ritonavir Used With Two Nucleoside Reverse Transcriptase Inhibitors in Single Protease Inhibitor-experienced HIV-1 Patients
3319,NCT00305773,Vorinostat in Treating Patients With Acute Myeloid Leukemia
3320,NCT00337090,A Study of YM178 in Patients With Symptomatic Overactive Bladder (DRAGON)
3321,NCT00672334,Sodium Bicarbonate in Cardiac Surgery Study
3322,NCT00323362,Gemcitabine and Imatinib Mesylate in Treating Patients With Recurrent or Metastatic Non-Small Cell Lung Cancer
3323,NCT01474239,A Study of Avastin (Bevacizumab) And Fotemustine in Patients With Recurrent Glioblastoma
3324,NCT00572455,Safety and Efficacy of PF-04217329 in Patients With Glaucoma or Elevated Eye Pressure.
3325,NCT01257464,Sitagliptin in Cystic Fibrosis-Related Diabetes
3326,NCT00398567,A Phase 1/2 Study Of HKI-272 (Neratinib) in Combination With Trastuzumab (Herceptin) In Subjects With Advanced Breast Cancer
3327,NCT01500200,A Study to Evaluate ALKS 5461 in Subjects With Major Depressive Disorder (MDD)
3328,NCT00303862,AZD2171 in Treating Patients With Refractory Metastatic Kidney Cancer
3329,NCT00191503,Gemcitabine and Pemetrexed in Primary Unknown Adenocarcinoma
3330,NCT00003605,Rituximab Plus Cyclophosphamide in Treating Patients With Indolent Stage III or Stage IV Non-Hodgkin's Lymphoma
3331,NCT01477060,Modulation of Response to Hormonal Therapy With Lapatinib and/or Metformin in Patients With Metastatic Breast Cancer
3332,NCT00603915,A Study of Gemcitabine and Cisplatin/Carboplatin Plus Erlotinib in Patients With Nasopharyngeal Cancer
3333,NCT00726986,"Sorafenib, Cisplatin, and Etoposide in Treating Patients With Extensive-Stage Small Cell Lung Cancer"
3334,NCT00737633,Open-Label Study to Evaluate the Long-Term Safety and Efficacy of VI-0521 in Type 2 Diabetic Adults
3335,NCT00526591,Everolimus in Treating Patients With Newly Diagnosed Localized Prostate Cancer
3336,NCT00716456,Cetuximab in Patients With Lung Adenocarcinoma Receiving Erlotinib That Have Developed Acquired Resistance to Erlotinib
3337,NCT00684515,Trial to Assess the Safety of Vorapaxar in Japanese Subjects With Cerebral Infarction (P05005; MK-5348-017)
3338,NCT00477386,Trial of Decitabine as a Sensitizer to Carboplatin in Platinum Resistant Recurrent Ovarian Cancer
3339,NCT00171834,"Dose Escalating Study of the Safety and Efficacy of Patupilone, q3w, in Patients With Non-small Cell Lung Cancer"
3340,NCT00717756,Lenalidomide for Advanced Hepatocellular Cancer:A Phase II Trial
3341,NCT01181050,Efficacy of NNC0142-0002 in Subjects With Rheumatoid Arthritis (RA)
3342,NCT00308750,First Line Chemotherapy Treatment of Advanced Non-Small Cell Lung Cancer (NSCLC)
